movie_id,actor
146227,Selena Gomez
146227,Jon Voight
68924,Kevin Kline
68924,Joan Allen
68924,Sigourney Weaver
253235,Michael Douglas
253235,Diane Keaton
253235,Sterling Jerins
22102,Shelley Long
22102,Craig T. Nelson
22102,Betty Thomas
18701,Michael Gambon
18701,Annette Bening
18701,Leigh Lawson
10068,Mickey Rourke
10068,Kim Basinger
10068,Margaret Whitton
848,Peter MacNicol
848,Caitlin Clarke
848,Ralph Richardson
36811,James McAvoy
36811,Christopher Plummer
36811,Helen Mirren
522,Johnny Depp
522,Martin Landau
522,Sarah Jessica Parker
130150,Josh Brolin
130150,Kate Winslet
130150,Gattlin Griffith
12246,Tadanobu Asano
12246,Sun Honglei
12246,Khulan Chuluun
13809,Mark Strong
13809,Tom Wilkinson
13809,Toby Kebbell
27380,Barry Bostwick
27380,Michael Beck
27380,Persis Khambatta
10549,Kenneth Branagh
10549,Derek Jacobi
10549,Julie Christie
33870,Chi Cao
33870,Chengwu Guo
33870,Wen Bin Huang
245703,Michael Shannon
245703,Jaeden Lieberher
245703,Joel Edgerton
10739,Woody Allen
10739,Jason Biggs
10739,Christina Ricci
127560,Jeremy Irvine
127560,Colin Firth
127560,Stellan Skarsgård
37903,Ursina Lardi
37903,Ulrich Tukur
37903,Burghart Klaußner
396152,Emily Roya O'Brien
396152,Adrian Gaeta
396152,Zack Ward
10017,Charlie Sheen
10017,Nick Cassavetes
10017,Sherilyn Fenn
11468,Val Kilmer
11468,Vincent D'Onofrio
11468,Adam Goldberg
193613,Dane DeHaan
193613,Mackenzie Gray
193613,James Hetfield
17436,Billy Bob Thornton
17436,Kim Basinger
17436,Mickey Rourke
43434,Edgar Ramírez
43434,Alexander Scheer
43434,Fadi Abi Samra
31166,Josh Hartnett
31166,Elias Koteas
31166,Takuya Kimura
69848,Tom Berenger
69848,Joaquim de Almeida
69848,Daniela Romo
8408,Lori Cardille
8408,Terry Alexander
8408,Joseph Pilato
332411,John Travolta
332411,Christopher Meloni
332411,Rebecca De Mornay
9389,Daniel Craig
9389,Catherine McCormack
9389,Romola Garai
9626,Arnold Schwarzenegger
9626,Brigitte Nielsen
9626,Sandahl Bergman
75638,Sigourney Weaver
75638,Robert De Niro
75638,Cillian Murphy
8363,Jonah Hill
8363,Michael Cera
8363,Christopher Mintz-Plasse
15670,Tyler Perry
15670,Derek Luke
15670,Keshia Knight Pulliam
290555,Jason Momoa
290555,Lucas Till
290555,John Pyper-Ferguson
8328,Briana Evigan
8328,Robert Hoffman
8328,Will Kemp
10982,Anne Hathaway
10982,Glenn Close
10982,Jim Belushi
205,Don Cheadle
205,Sophie Okonedo
205,Nick Nolte
1620,Timothy Olyphant
1620,Dougray Scott
1620,Olga Kurylenko
175541,Forest Whitaker
175541,Angela Bassett
175541,Jennifer Hudson
241254,Bruce Willis
241254,Jason Patric
241254,John Cusack
31932,Matt Dillon
31932,James Caan
31932,Natascha McElhone
1933,Nicole Kidman
1933,Christopher Eccleston
1933,Alakina Mann
679,Sigourney Weaver
679,Michael Biehn
679,James Remar
11113,Audrey Hepburn
11113,Rex Harrison
11113,Stanley Holloway
3597,Jennifer Love Hewitt
3597,Sarah Michelle Gellar
3597,Ryan Phillippe
193893,Jake Johnson
193893,Damon Wayans Jr.
193893,Nina Dobrev
9675,Paul Giamatti
9675,Thomas Haden Church
9675,Virginia Madsen
9988,Erik Stolhanske
9988,Jay Chandrasekhar
9988,Steve Lemme
948,Donald Pleasence
948,Jamie Lee Curtis
948,P.J. Soles
21765,Molly Shannon
21765,Liam Aiken
21765,Matthew Broderick
146304,Terrence Howard
146304,Harold Perrineau
146304,Morris Chestnut
7516,Ryan Reynolds
7516,Ray Liotta
7516,Joseph Ruskin
41439,Tobin Bell
41439,Costas Mandylor
41439,Betsy Russell
2752,Josh Hartnett
2752,Shannyn Sossamon
2752,Adam Trese
9429,Will Ferrell
9429,Chris Kattan
9429,Jennifer Coolidge
38117,Alex Pettyfer
38117,Vanessa Hudgens
38117,Mary-Kate Olsen
9792,Aaron Stanford
9792,Kathleen Quinlan
9792,Vinessa Shaw
13778,David Spade
13778,Mary McCormack
13778,Craig Bierko
228203,Kevin Costner
228203,Ramiro Rodriguez
228203,Carlos Pratts
41382,Shad Moss
41382,Brandon T. Jackson
41382,Naturi Naughton
13960,T.I.
13960,Evan Ross
13960,Jackie Long
114150,Anna Kendrick
114150,Skylar Astin
114150,Brittany Snow
26602,Freddie Prinze Jr.
26602,Jessica Biel
26602,Fred Ward
10223,Bill Paxton
10223,Bridget Fonda
10223,Billy Bob Thornton
16028,Laura Regan
16028,Marc Blucas
16028,Ethan Embry
15639,Larry the Cable Guy
15639,Iris Bahr
15639,Tony Hale
16112,Kevin Clash
16112,Mandy Patinkin
16112,Vanessa Williams
26390,Richard Gere
26390,Don Cheadle
26390,Ethan Hawke
27759,Charlton Heston
27759,Ava Gardner
27759,David Niven
109428,Jane Levy
109428,Shiloh Fernandez
109428,Lou Taylor Pucci
23049,Nia Vardalos
23049,Richard Dreyfuss
23049,Alexis Georgoulis
9310,Hugh Grant
9310,Dennis Quaid
9310,Mandy Moore
11411,Christopher Reeve
11411,Margot Kidder
11411,Gene Hackman
16988,Rutina Wesley
16988,Dwain Murphy
16988,Boyd Banks
7304,Paul Walker
7304,Cameron Bright
7304,Vera Farmiga
24747,Jim Caviezel
24747,Claire Forlani
24747,Jeremy Northam
58048,Madonna
58048,Sean Penn
58048,Paul Freeman
1491,Edward Norton
1491,Jessica Biel
1491,Paul Giamatti
2989,Tippi Hedren
2989,Melanie Griffith
2989,Jerry Marshall
10629,Cate Blanchett
10629,Gerard McSorley
10629,Ciarán Hinds
255343,Benicio del Toro
255343,Josh Hutcherson
255343,Brady Corbet
4723,Dwayne Johnson
4723,Seann William Scott
4723,Sarah Michelle Gellar
10800,Vincent Lindon
10800,Patrick Timsit
10800,Philippe Nahon
25763,Jan-Michael Vincent
25763,George Peppard
25763,Dominique Sanda
79694,Ashley Greene
79694,Sebastian Stan
79694,Tom Felton
4032,Anna Chlumsky
4032,Macaulay Culkin
4032,Dan Aykroyd
18615,Nicole Kidman
18615,Robert Downey Jr.
18615,Ty Burrell
10673,Charlie Sheen
10673,Michael Douglas
10673,Martin Sheen
4584,Kate Winslet
4584,Emma Thompson
4584,Hugh Grant
2977,Anne Hathaway
2977,James McAvoy
2977,Julie Walters
10760,Amanda Bynes
10760,Sara Paxton
10760,Matt Long
11093,Jennifer Connelly
11093,Ben Kingsley
11093,Ron Eldard
207,Robin Williams
207,Ethan Hawke
207,Robert Sean Leonard
8467,Jim Carrey
8467,Jeff Daniels
8467,Lauren Holly
639,Meg Ryan
639,Billy Crystal
639,Carrie Fisher
24226,Paul Newman
24226,Charlotte Rampling
24226,Jack Warden
9285,Breckin Meyer
9285,Seann William Scott
9285,Amy Smart
14709,James Van Der Beek
14709,Amy Smart
14709,Jon Voight
74643,Jean Dujardin
74643,Bérénice Bejo
74643,John Goodman
13788,Odette Annable
13788,Gary Oldman
13788,Meagan Good
83666,Bruce Willis
83666,Edward Norton
83666,Jared Gilman
10781,Jordana Brewster
10781,Taylor Handley
10781,Diora Baird
318850,Adam Greaves-Neal
318850,Sara Lazzaro
318850,Vincent Walsh
13908,Dana Carvey
13908,Brent Spiner
13908,Jennifer Esposito
1417,Ivana Baquero
1417,Maribel Verdú
1417,Sergi López
39180,Michael Clarke Duncan
39180,David Arquette
39180,Leslie Bibb
16161,Tyrese Gibson
16161,Taraji P. Henson
16161,Omar Gooding
49950,Minka Kelly
49950,Leighton Meester
49950,Cam Gigandet
10956,David Spade
10956,Brittany Daniel
10956,Dennis Miller
9594,Jean-Claude Van Damme
9594,Geoffrey Lewis
9594,Alonna Shaw
4638,Simon Pegg
4638,Nick Frost
4638,Jim Broadbent
13972,Cloris Leachman
13972,India Ennenga
13972,Annette Bening
5038,Scarlett Johansson
5038,Rebecca Hall
5038,Javier Bardem
13491,Joakim Nätterqvist
13491,Sofia Helin
13491,Stellan Skarsgård
10571,Freddie Prinze Jr.
10571,Claire Forlani
10571,Jason Biggs
10994,Alison Lohman
10994,Michelle Pfeiffer
10994,Cole Hauser
19994,Megan Fox
19994,Amanda Seyfried
19994,Johnny Simmons
25166,Danny DeVito
25166,Bette Midler
25166,Neve Campbell
30890,Woody Allen
30890,Mia Farrow
30890,Jeff Daniels
23169,Robert Pattinson
23169,Emilie de Ravin
23169,Pierce Brosnan
17403,Mandy Moore
17403,Trent Ford
17403,Allison Janney
12120,Dan Aykroyd
12120,Kim Basinger
12120,Jon Lovitz
9800,Tom Hanks
9800,Denzel Washington
9800,Jason Robards
1090,Craig Bierko
1090,Armin Mueller-Stahl
1090,Gretchen Mol
18475,Ja Rule
18475,Tim Meadows
18475,Jenifer Lewis
40160,Sean Connery
40160,Natalie Wood
40160,Karl Malden
18074,Gwyneth Paltrow
18074,Scott Speedman
18074,Maria Bello
9689,Woody Allen
9689,George Hamilton
9689,Téa Leoni
9781,Giuseppe Andrews
9781,James DeBello
9781,Edward Furlong
8009,Christopher Lambert
8009,Roxanne Hart
8009,Clancy Brown
3877,Halle Berry
3877,Benicio del Toro
3877,David Duchovny
8854,Shaquille O'Neal
8854,Annabeth Gish
8854,Richard Roundtree
152599,Marion Cotillard
152599,Jeremy Renner
152599,Joaquin Phoenix
18840,Ralph Fiennes
18840,Natasha Richardson
18840,Hiroyuki Sanada
68727,James McAvoy
68727,Vincent Cassel
68727,Rosario Dawson
12657,Tom Arnold
12657,Kevin Hart
12657,Method Man
8265,Kad Merad
8265,Dany Boon
8265,Zoé Félix
12410,Viggo Mortensen
12410,Jason Isaacs
12410,Mark Strong
34647,Nathaniel Brown
34647,Paz de la Huerta
34647,Cyril Roy
73935,Alicia Silverstone
73935,Krysten Ritter
73935,Sigourney Weaver
28178,Richard Gere
28178,Joan Allen
28178,Jason Alexander
185567,Orlando Bloom
185567,Forest Whitaker
185567,Conrad Kemp
264656,Hilary Swank
264656,Tommy Lee Jones
264656,Grace Gummer
35696,"Miguel A. Núñez, Jr."
35696,Vivica A. Fox
35696,Kevin Pollak
16351,Simon Abkarian
16351,Charles Aznavour
16351,Christopher Plummer
38717,Jim Caviezel
38717,Jake Lloyd
38717,Mary McCormack
18777,Ray Liotta
18777,LL Cool J
18777,Mekhi Phifer
2110,Jean Reno
2110,Ryoko Hirosue
2110,Michel Muller
9035,Nathan Fillion
9035,Don Thompson
9035,Elizabeth Banks
90,Eddie Murphy
90,Judge Reinhold
90,John Ashton
771,Macaulay Culkin
771,Joe Pesci
771,Daniel Stern
12154,Tom Selleck
12154,Steve Guttenberg
12154,Ted Danson
9576,Dustin Hoffman
9576,Jessica Lange
9576,Teri Garr
744,Tom Cruise
744,Kelly McGillis
744,Val Kilmer
146,Chow Yun-fat
146,Michelle Yeoh
146,Zhang Ziyi
14,Kevin Spacey
14,Annette Bening
14,Thora Birch
45269,Colin Firth
45269,Geoffrey Rush
45269,Helena Bonham Carter
9493,Arnold Schwarzenegger
9493,Danny DeVito
9493,Kelly Preston
22556,William Hurt
22556,Maria Bello
22556,Kristen Stewart
873,Whoopi Goldberg
873,Margaret Avery
873,Danny Glover
33196,Park Joong-hoon
33196,Sol Kyung-gu
33196,Uhm Jung-hwa
205596,Benedict Cumberbatch
205596,Keira Knightley
205596,Matthew Goode
10765,Goldie Hawn
10765,Eileen Brennan
10765,Armand Assante
16769,Sissy Spacek
16769,Tommy Lee Jones
16769,Levon Helm
33217,Zachary Gordon
33217,Robert Capron
33217,Rachael Harris
132232,Jessica Chastain
132232,Nikolaj Coster-Waldau
132232,Megan Charpentier
11153,Chevy Chase
11153,Beverly D'Angelo
11153,Imogene Coca
208134,Johnny Knoxville
208134,Jackson Nicoll
208134,Georgina Cates
1165,Helen Mirren
1165,Michael Sheen
1165,James Cromwell
4011,Geena Davis
4011,Alec Baldwin
4011,Winona Ryder
17202,Tyler Perry
17202,Jill Scott
17202,Janet Jackson
9587,Winona Ryder
9587,Gabriel Byrne
9587,Trini Alvarado
65086,Daniel Radcliffe
65086,Ciarán Hinds
65086,Sidney Johnston
10053,Camilla Belle
10053,Katie Cassidy
10053,Tommy Flanagan
11870,Frankie Muniz
11870,Paul Giamatti
11870,Amanda Bynes
11778,Robert De Niro
11778,John Cazale
11778,John Savage
586,Dustin Hoffman
586,Robert De Niro
586,Anne Heche
18736,Hilary Duff
18736,Adam Lamberg
18736,Hallie Todd
134411,Dwayne Johnson
134411,Barry Pepper
134411,Jon Bernthal
287903,Adam Scott
287903,Toni Collette
287903,Allison Tolman
9276,Jordana Brewster
9276,Elijah Wood
9276,Clea DuVall
15765,Angela Bassett
15765,Laurence Fishburne
15765,Vanessa Bell Calloway
2142,Sylvester Stallone
2142,Harvey Keitel
2142,Ray Liotta
11397,Chyler Leigh
11397,Chris Evans
11397,Jaime Pressly
77016,Jake Gyllenhaal
77016,Michael Peña
77016,Natalie Martinez
11478,Joshua Jackson
11478,Paul Walker
11478,Hill Harper
266856,Eddie Redmayne
266856,Felicity Jones
266856,Charlie Cox
13411,Jamie Kennedy
13411,Taye Diggs
13411,Anthony Anderson
10564,Natalie Portman
10564,Ashley Judd
10564,Stockard Channing
947,Peter O'Toole
947,Alec Guinness
947,Anthony Quinn
24150,Scout Taylor-Compton
24150,Sheri Moon Zombie
24150,Tyler Mane
228970,Reese Witherspoon
228970,Laura Dern
228970,Thomas Sadoski
18405,Garret Dillahunt
18405,Michael Bowen
18405,Joshua Cox
6961,Debra Messing
6961,Dermot Mulroney
6961,Amy Adams
11442,Jamie Lee Curtis
11442,Brad Loree
11442,Busta Rhymes
2493,Cary Elwes
2493,Robin Wright
2493,Mandy Patinkin
14047,Denzel Washington
14047,Nate Parker
14047,Forest Whitaker
64690,Ryan Gosling
64690,Carey Mulligan
64690,Bryan Cranston
11132,Lindsay Lohan
11132,Adam Garcia
11132,Glenne Headly
17127,Jennifer Aniston
17127,Paul Rudd
17127,Hayden Panettiere
1562,Imogen Poots
1562,Robert Carlyle
1562,Rose Byrne
232679,Jim Caviezel
232679,Michael Chiklis
232679,Laura Dern
17880,Jeff Daniels
17880,AnnaSophia Robb
17880,Cicely Tyson
14736,"Chris Warren, Jr."
14736,Kyla Pratt
14736,Sanaa Lathan
9434,John Cusack
9434,Minnie Driver
9434,Dan Aykroyd
23706,Sandra Bullock
23706,Thomas Haden Church
23706,Bradley Cooper
11531,Kim Director
11531,Jeffrey Donovan
11531,Erica Leerhsen
9100,Robin Tunney
9100,Fairuza Balk
9100,Neve Campbell
116,Jonathan Rhys Meyers
116,Scarlett Johansson
116,Emily Mortimer
38843,Joey King
38843,Selena Gomez
38843,John Corbett
1245,Anthony Hopkins
1245,Emma Thompson
1245,James Fox
4995,Mark Wahlberg
4995,Burt Reynolds
4995,John C. Reilly
10413,Jean-Claude Van Damme
10413,Rosanna Arquette
10413,Kieran Culkin
14012,Tim McGraw
14012,Maria Bello
14012,Armie Hammer
9793,Michael Bailey Smith
9793,Archie Kao
9793,Jay Acovone
12212,Jennifer Morrison
12212,Matthew Davis
12212,Loretta Devine
13768,Alexis Bledel
13768,William Hurt
13768,Sissy Spacek
8975,John Cena
8975,Kelly Carlson
8975,Robert Patrick
342521,Jordan Peele
342521,Keegan-Michael Key
342521,Tiffany Haddish
45272,Gwyneth Paltrow
45272,Garrett Hedlund
45272,Tim McGraw
9424,James Marsden
9424,Katie Holmes
9424,Nick Stahl
97367,Ryan Gosling
97367,Bradley Cooper
97367,Eva Mendes
254904,Pierce Brosnan
254904,Luke Bracey
254904,Olga Kurylenko
18681,Ewan McGregor
18681,Ashley Judd
18681,Patrick Bergin
12162,Jeremy Renner
12162,Anthony Mackie
12162,Brian Geraghty
11495,David Keith
11495,Drew Barrymore
11495,Freddie Jones
64689,Brad Pitt
64689,Scoot McNairy
64689,Ben Mendelsohn
157849,Philip Seymour Hoffman
157849,Rachel McAdams
157849,Robin Wright
13166,Tom Green
13166,Rip Torn
13166,Marisa Coughlan
15511,Phil Vischer
15511,Mike Nawrocki
15511,Cam Clarke
37003,Bono
37003,The Edge
37003,Adam Clayton
12211,Christopher Lambert
12211,Bruce Payne
12211,Adrian Paul
13816,André Benjamin
13816,Paula Patton
13816,Terrence Howard
51828,Anne Hathaway
51828,Jim Sturgess
51828,Patricia Clarkson
22798,Ellen Page
22798,Alia Shawkat
22798,Kristen Wiig
7501,Barry Pepper
7501,Andy Davoli
7501,Seth Green
10743,Edward Burns
10743,Rachel Weisz
10743,Morris Chestnut
37718,Albert Brooks
37718,Sharon Stone
37718,Andie MacDowell
15237,Kevin Kline
15237,Ashley Judd
15237,Jonathan Pryce
9686,Woody Allen
9686,Marvin Chatinover
9686,Mae Questel
97430,Russell Crowe
97430,Lucy Liu
97430,Jamie Chung
12257,Drew Barrymore
12257,Catherine O'Hara
12257,Luke Wilson
13539,Leelee Sobieski
13539,Chris Klein
13539,Josh Hartnett
68,Jonathan Pryce
68,Robert De Niro
68,Katherine Helmond
14024,Hilary Duff
14024,Oliver James
14024,David Keith
115,Jeff Bridges
115,John Goodman
115,Julianne Moore
7874,Samuel L. Jackson
7874,Christina Ricci
7874,Justin Timberlake
4911,Kurt Russell
4911,Scott Speedman
4911,Michael Michele
1988,Angelina Jolie
1988,Dan Futterman
1988,Irrfan Khan
16222,Jodi Lyn O'Keefe
16222,Shane West
16222,Marla Sokoloff
9557,Cuba Gooding Jr.
9557,Horatio Sanz
9557,Roselyn Sánchez
9026,Rupert Everett
9026,Colin Firth
9026,Reese Witherspoon
57943,Campbell Scott
57943,Jennifer Jason Leigh
57943,David Dukes
18276,Luke Wilson
18276,Logan Lerman
18276,Brie Larson
8321,Colin Farrell
8321,Brendan Gleeson
8321,Ralph Fiennes
72359,Craig Robinson
72359,Kerry Washington
72359,David Alan Grier
10186,Rainn Wilson
10186,Josh Gad
10186,Christina Applegate
25704,Alexis Bledel
25704,Zach Gilford
25704,Rodrigo Santoro
133694,Matt Damon
133694,John Krasinski
133694,Frances McDormand
19265,Larry David
19265,Evan Rachel Wood
19265,Adam Brooks
36047,Susan Ward
36047,Lori Heuring
36047,Matthew Settle
8053,Tommy Lee Jones
8053,Barry Pepper
8053,Dwight Yoakam
2290,Robin Williams
2290,Armin Mueller-Stahl
2290,Hannah Taylor-Gordon
5236,Robert Downey Jr.
5236,Val Kilmer
5236,Michelle Monaghan
6552,Devon Sawa
6552,Seth Green
6552,Jessica Alba
1018,Naomi Watts
1018,Laura Harring
1018,Ann Miller
10075,Agnes Bruckner
10075,Hugh Dancy
10075,Katja Riemann
38031,Gemma Jones
38031,Anthony Hopkins
38031,Naomi Watts
42188,Carey Mulligan
42188,Andrew Garfield
42188,Keira Knightley
112430,Chris O'Donnell
112430,Alfred Molina
112430,Michael Keaton
6687,Woody Harrelson
6687,Emily Mortimer
6687,Kate Mara
13853,Daryl Hannah
13853,Pamela Reed
13853,James Remar
31306,Melanie Griffith
31306,David Morse
31306,Lucas Black
8461,Naomi Watts
8461,Tim Roth
8461,Michael Pitt
331592,Thomas Stroppel
331592,Artie Ahr
331592,Amber Marie Bollinger
47692,Bob Hoskins
47692,Elaine Cassidy
47692,Arsinée Khanjian
19,Brigitte Helm
19,Alfred Abel
19,Gustav Fröhlich
10045,David Belle
10045,Cyril Raffaelli
10045,Tony D'Amario
400,Andy García
400,Christopher Lloyd
400,William Forsythe
253450,Shu Qi
253450,Chang Chen
253450,Nikki Hsieh
9104,Joaquin Phoenix
9104,Ed Harris
9104,Scott Glenn
11190,Vladimir Garin
11190,Konstantin Lavronenko
11190,Nataliya Vdovina
16353,Tony Jaa
16353,Sarunyu Wongkrachang
16353,Sorapong Chatree
23759,Michael Fassbender
23759,Olga Kurylenko
23759,David Morrissey
24206,Dolph Lundgren
24206,Gina Bellman
24206,Conrad Dunn
10185,Bradley Cooper
10185,Vinnie Jones
10185,Brooke Shields
75033,Elias Koteas
75033,Terrence Howard
75033,Jennifer Hudson
74536,Channing Tatum
74536,Al Pacino
74536,Juliette Binoche
31668,Matt LeBlanc
31668,Eddie Izzard
31668,James Cosmo
13501,Penélope Cruz
13501,Martin Freeman
13501,Gwyneth Paltrow
15208,Anna Friel
15208,Karel Roden
15208,Hans Matheson
172391,Jake T. Austin
172391,Liam Neeson
172391,Steve Buscemi
262543,Antonio Banderas
262543,Birgitte Hjort Sørensen
262543,Dylan McDermott
9288,Bruce Payne
9288,Mark Dymond
9288,Clemency Burton-Hill
370980,Rodrigo de la Serna
370980,Sergio Hernández
370980,Àlex Brendemühl
20083,Jackie Chan
20083,Naoto Takenaka
20083,Daniel Wu
40880,Linus Roache
40880,John Hannah
40880,Samantha Morton
137,Bill Murray
137,Andie MacDowell
137,Chris Elliott
264999,Channing Tatum
264999,Matt Bomer
264999,Joe Manganiello
454,Leonardo DiCaprio
454,Claire Danes
454,John Leguizamo
53457,Kristin Scott Thomas
53457,Niels Arestrup
53457,Frédéric Pierrot
288980,Cuba Gooding Jr.
288980,William Sadler
288980,Sharon Leal
33,Clint Eastwood
33,Gene Hackman
33,Morgan Freeman
1951,Bryce Dallas Howard
1951,Isaach De Bankolé
1951,Danny Glover
12405,Dev Patel
12405,Freida Pinto
12405,Anil Kapoor
10998,Michael Douglas
10998,Glenn Close
10998,Anne Archer
114,Julia Roberts
114,Richard Gere
114,Ralph Bellamy
9396,Paul Hogan
9396,Linda Kozlowski
9396,John Meillon
319910,María Valverde
319910,Vincent D'Onofrio
319910,Thomas Jane
2604,Tom Cruise
2604,Raymond J. Barry
2604,Caroline Kava
864,Leon Robinson
864,Doug E. Doug
864,Rawle D. Lewis
14435,Jensen Ackles
14435,Jaime King
14435,Kerr Smith
1931,Columbus Short
1931,Meagan Good
1931,Ne-Yo
691,Roger Moore
691,Barbara Bach
691,Curd Jürgens
9877,Alicia Witt
9877,Jared Leto
9877,Rebecca Gayheart
62008,Tyler Perry
62008,Phylicia Rashād
62008,Thandie Newton
12227,Klaus Maria Brandauer
12227,Ethan Hawke
12227,Seymour Cassel
13824,Molly Shannon
13824,Will Ferrell
13824,Elaine Hendrix
71688,Meryl Streep
71688,Anthony Stewart Head
71688,Harry Lloyd
15173,Phil Vischer
15173,Mike Nawrocki
15173,Tim Hodge
8291,Janet Jackson
8291,Tupac Amaru Shakur
8291,Regina King
13950,Ice Cube
13950,Mike Epps
13950,Tommy Flanagan
12158,Eddie Murphy
12158,Angela Bassett
12158,Allen Payne
11586,Linda Blair
11586,Richard Burton
11586,Louise Fletcher
10008,Donald Sutherland
10008,Sissy Spacek
10008,James D'Arcy
2830,Ashton Kutcher
2830,Tara Reid
2830,Andy Richter
12403,Milla Jovovich
12403,Timothy Olyphant
12403,Steve Zahn
34563,Forest Whitaker
34563,America Ferrera
34563,Carlos Mencia
14557,Tom Everett Scott
14557,Mark-Paul Gosselaar
14557,Poppy Montgomery
10368,Cher
10368,Judi Dench
10368,Joan Plowright
10280,Robert John Burke
10280,Joe Mantegna
10280,Lucinda Jenney
12637,Liza Minnelli
12637,Robert De Niro
12637,Lionel Stander
34152,Alfre Woodard
34152,Delroy Lindo
34152,David Patrick Kelly
14434,Chris Rock
14434,Kerry Washington
14434,Gina Torres
11470,Kane Hodder
11470,Lexa Doig
11470,Chuck Campbell
10741,Anthony Hopkins
10741,Heather Graham
10741,Ashton Kutcher
24940,Monica Potter
24940,Freddie Prinze Jr.
24940,Shalom Harlow
82679,Victoria Justice
82679,Jackson Nicoll
82679,Chelsea Handler
2013,Mathieu Amalric
2013,Emmanuelle Seigner
2013,Marie-Josée Croze
1440,Kate Winslet
1440,Patrick Wilson
1440,Jennifer Connelly
18041,Joshua Jackson
18041,James Marsden
18041,Kate Hudson
28029,Diane Lane
28029,Viggo Mortensen
28029,Liev Schreiber
1123,Tim Robbins
1123,Derek Luke
1123,Bonnie Henna
14033,Eliza Dushku
14033,Melissa Sagemiller
14033,Wes Bentley
87729,Nick Nolte
87729,Greta Scacchi
87729,Thandie Newton
16899,Jessica Biel
16899,Ben Barnes
16899,Kristin Scott Thomas
41317,Anthony Quinn
41317,Jennifer O'Neill
41317,Michael Sarrazin
245700,Timothy Spall
245700,Dorothy Atkinson
245700,Marion Bailey
37842,André Dussollier
37842,Sabine Azéma
37842,Emmanuelle Devos
9045,Ulrich Tukur
9045,Mathieu Kassovitz
9045,Ulrich Mühe
44092,Michelle Yeoh
44092,Jung Woo-sung
44092,Wang Xue-qi
16005,Tim Robbins
16005,Rachel McAdams
16005,Michael Peña
44754,Anna Paquin
44754,Matt Damon
44754,Mark Ruffalo
23988,Diora Baird
23988,Leslie Nielsen
23988,Steve Howey
43949,Madeline Carroll
43949,Callan McAuliffe
43949,Rebecca De Mornay
142,Heath Ledger
142,Jake Gyllenhaal
142,Randy Quaid
9603,Alicia Silverstone
9603,Stacey Dash
9603,Brittany Murphy
10712,Julianne Moore
10712,Dennis Quaid
10712,Dennis Haysbert
243938,Rob Corddry
243938,Craig Robinson
243938,Clark Duke
10876,Geoffrey Rush
10876,Kate Winslet
10876,Joaquin Phoenix
86838,Colin Farrell
86838,Sam Rockwell
86838,Woody Harrelson
25208,Samuel L. Jackson
25208,Colm Feore
25208,Ann Magnuson
613,Bruno Ganz
613,Alexandra Maria Lara
613,Corinna Harfouch
1913,Javier Bardem
1913,Belén Rueda
1913,Lola Dueñas
97370,Scarlett Johansson
97370,Kryštof Hádek
97370,Paul Brannigan
801,Robin Williams
801,Forest Whitaker
801,Tung Thanh Tran
70829,Harvey Keitel
70829,Jason Mewes
70829,Blake Clark
54518,Justin Bieber
54518,Miley Cyrus
54518,Usher Raymond
44214,Natalie Portman
44214,Mila Kunis
44214,Vincent Cassel
240,Al Pacino
240,Robert Duvall
240,Diane Keaton
9816,Julia Stiles
9816,Sean Patrick Thomas
9816,Kerry Washington
10131,Robert Englund
10131,Tuesday Knight
10131,Ken Sagoes
339984,Jennifer Garner
339984,Kylie Rogers
339984,Martin Henderson
8859,Ashton Kutcher
8859,Seann William Scott
8859,Kristy Swanson
11967,Emilio Estevez
11967,Kiefer Sutherland
11967,Lou Diamond Phillips
239563,Bill Murray
239563,Melissa McCarthy
239563,Naomi Watts
222899,Kevin Hart
222899,Michael Ealy
222899,Regina Hall
4951,Heath Ledger
4951,Julia Stiles
4951,Joseph Gordon-Levitt
10985,DJ Qualls
10985,Eliza Dushku
10985,Zooey Deschanel
9644,Emilio Estevez
9644,Samuel L. Jackson
9644,Jon Lovitz
332567,Blake Lively
332567,Óscar Jaenada
332567,Angelo Josue Lozano Corzo
1954,Ashton Kutcher
1954,Melora Walters
1954,Amy Smart
15489,Chevy Chase
15489,Chris Elliott
15489,Jean Smart
15250,Loretta Devine
15250,Delroy Lindo
15250,Idris Elba
22345,Kathleen Turner
22345,Christopher Lloyd
22345,Kim Cattrall
9448,Mark Wahlberg
9448,Lou Diamond Phillips
9448,Christina Applegate
38223,Michelle Trachtenberg
38223,Rosie O'Donnell
38223,J. Smith-Cameron
11186,Alex Vincent
11186,Jenny Agutter
11186,Gerrit Graham
136835,Idris Elba
136835,Taraji P. Henson
136835,Leslie Bibb
5876,Thomas Jane
5876,Marcia Gay Harden
5876,Laurie Holden
264660,Domhnall Gleeson
264660,Alicia Vikander
264660,Oscar Isaac
492,John Cusack
492,Cameron Diaz
492,Catherine Keener
25462,Vivica A. Fox
25462,Morris Chestnut
25462,Anthony Anderson
238603,Teo Halm
238603,Astro
238603,Resse Hartwig
10691,Kirsten Dunst
10691,Jay Hernandez
10691,Bruce Davison
1251,Ken Watanabe
1251,Kazunari Ninomiya
1251,Tsuyoshi Ihara
5172,Billy Bob Thornton
5172,Virginia Madsen
5172,Max Thieriot
58680,Jada Pinkett Smith
58680,Tommy Davidson
58680,Duane Martin
264644,Brie Larson
264644,Jacob Tremblay
264644,Joan Allen
